15 Feb 2016 12:24:18:331; ----------------------------------------------------------------------------
15 Feb 2016 15:02:45:759; Execute: sendKeys( searchField)
15 Feb 2016 15:02:49:265; context = NATIVE_APP
15 Feb 2016 15:02:49:265; context = WEBVIEW_com.example.testapp
15 Feb 2016 15:02:49:381; Execute: switchContentToNative(NATIVE_APP)
15 Feb 2016 15:02:49:382; Execute: clear(urlField)
15 Feb 2016 15:02:55:922; Execute: waitToBeVisible(urlField)
15 Feb 2016 15:02:55:961; Execute: waitToBeVisible(goButton)
15 Feb 2016 15:02:55:985; Execute: sendKeys( urlField)
15 Feb 2016 15:03:01:340; Execute: click(goButton)
15 Feb 2016 15:03:02:181; context = NATIVE_APP
15 Feb 2016 15:03:02:182; context = WEBVIEW_com.example.testapp
15 Feb 2016 15:03:06:565; Execute: switchContentToWeb(WEBVIEW_com.example.testapp)
15 Feb 2016 15:03:06:565; Execute: findElement(By.name(q)
15 Feb 2016 15:03:06:633; Execute: waitToBeVisible(searchField)
15 Feb 2016 15:03:06:855; Execute: sendKeys(searchField)
15 Feb 2016 15:03:08:654; Execute: sendKeys( searchField)
15 Feb 2016 15:03:09:901; >Success testing method: testHybridApp
15 Feb 2016 15:03:09:903; $$$$ Test ended! $$$$
15 Feb 2016 15:03:09:904; ----------------------------------------------------------------------------
15 Feb 2016 15:03:22:858; ----------------------------------------------------------------------------
15 Feb 2016 15:03:36:898; Test started on localhost.localdomain machine
15 Feb 2016 15:03:36:899; >Start test method: testEBayPage
15 Feb 2016 15:03:40:866; Execute: findElement(By.id(kw)
15 Feb 2016 15:03:43:775; Execute: waitToBeVisible(searchBox)
15 Feb 2016 15:03:43:842; Execute: sendKeys(searchBox)
15 Feb 2016 15:03:45:245; Execute: submit(searchBox)
15 Feb 2016 15:03:49:954; Execute: findElement(By.cssSelector(a.homeicon)
15 Feb 2016 15:03:52:495; Execute: findElements(By.cssSelector(div#itemDiv a)
15 Feb 2016 15:03:52:636; Execute: waitListToBeVisible(numberOfResults)
15 Feb 2016 15:03:52:867; Execute: size(numberOfResults)
15 Feb 2016 15:03:52:872; Execute: click(homeButton)
15 Feb 2016 15:03:55:972; >Success testing method: testEBayPage
15 Feb 2016 15:03:55:974; $$$$ Test ended! $$$$
15 Feb 2016 15:03:55:974; ----------------------------------------------------------------------------
15 Feb 2016 15:04:23:722; ----------------------------------------------------------------------------
15 Feb 2016 15:04:52:630; Test started on localhost.localdomain machine
15 Feb 2016 15:04:52:631; >Start test method: testAlert
15 Feb 2016 15:05:57:956; ----------------------------------------------------------------------------
15 Feb 2016 15:06:26:798; Test started on localhost.localdomain machine
15 Feb 2016 15:06:26:798; >Start test method: testAlert
15 Feb 2016 15:27:52:751; ----------------------------------------------------------------------------
15 Feb 2016 15:28:34:193; Test started on localhost.localdomain machine
15 Feb 2016 15:28:34:193; >Start test method: testAlert
15 Feb 2016 15:28:34:200; Execute: findElement(By.name(Show Alert)
15 Feb 2016 15:28:34:243; Execute: click(alertElement)
15 Feb 2016 15:28:34:576; Execute: closeAlert(alertElement)
15 Feb 2016 15:28:34:576; Execute: findElement(By.name(No)
15 Feb 2016 15:28:36:200; Execute: click(No)
15 Feb 2016 15:28:39:352; Execute: pressKeyCode(3)
15 Feb 2016 15:28:39:379; >Success testing method: testAlert
15 Feb 2016 15:28:39:382; $$$$ Test ended! $$$$
15 Feb 2016 15:28:39:382; ----------------------------------------------------------------------------
15 Feb 2016 15:30:43:830; ----------------------------------------------------------------------------
15 Feb 2016 15:30:57:526; Test started on localhost.localdomain machine
15 Feb 2016 15:30:57:527; >Start test method: testDragAndDrop
15 Feb 2016 15:30:57:533; Execute: findElement(By.name(Calculator)
15 Feb 2016 15:30:57:608; Execute: pressOnAndMoveToNotVisibleElement(appIcon,Remove)
15 Feb 2016 15:30:57:752; Execute: findElement(By.name(Remove)
15 Feb 2016 15:31:00:220; >Success testing method: testDragAndDrop
15 Feb 2016 15:31:00:221; $$$$ Test ended! $$$$
15 Feb 2016 15:31:00:222; ----------------------------------------------------------------------------
15 Feb 2016 15:31:11:000; ----------------------------------------------------------------------------
15 Feb 2016 15:31:23:723; Test started on localhost.localdomain machine
15 Feb 2016 15:31:23:724; >Start test method: testDial
15 Feb 2016 15:31:23:733; Execute: findElementByAccessibilityId(dial pad)
15 Feb 2016 15:31:23:761; Execute: click(dialPad)
15 Feb 2016 15:31:23:978; Execute: findElementByAccessibilityId(0)
15 Feb 2016 15:31:25:196; Execute: waitToBeVisible(zero)
15 Feb 2016 15:31:27:353; Execute: longPress(zero)
15 Feb 2016 15:31:28:513; Execute: findElementByClassName(android.widget.EditText)
15 Feb 2016 15:31:28:676; Execute: waitToBeVisible(plus)
15 Feb 2016 15:31:29:014; Execute: getText(plus)
15 Feb 2016 15:31:29:114; >Success testing method: testDial
15 Feb 2016 15:31:29:117; $$$$ Test ended! $$$$
15 Feb 2016 15:31:29:117; ----------------------------------------------------------------------------
15 Feb 2016 15:31:56:360; ----------------------------------------------------------------------------
15 Feb 2016 15:32:09:140; Test started on localhost.localdomain machine
15 Feb 2016 15:32:09:141; >Start test method: testPressMove
15 Feb 2016 15:32:09:147; Execute: findElement(By.name(del)
15 Feb 2016 15:32:09:228; Execute: findElement(By.id(com.android.calculator2:id/digit_7)
15 Feb 2016 15:32:09:256; Execute: pressOnAndMoveTo(delButton,digitSeven)
15 Feb 2016 15:32:10:118; >Success testing method: testPressMove
15 Feb 2016 15:32:10:119; $$$$ Test ended! $$$$
15 Feb 2016 15:32:10:120; ----------------------------------------------------------------------------
15 Feb 2016 15:32:30:528; ----------------------------------------------------------------------------
15 Feb 2016 15:33:19:578; Test started on localhost.localdomain machine
15 Feb 2016 15:33:19:580; >Start test method: testSeekBar
15 Feb 2016 15:33:19:595; Execute: findElement(By.id(com.android.androidui:id/seekBar1)
15 Feb 2016 15:33:20:721; >Success testing method: testSeekBar
15 Feb 2016 15:33:20:723; $$$$ Test ended! $$$$
15 Feb 2016 15:33:20:723; ----------------------------------------------------------------------------
15 Feb 2016 15:33:53:966; ----------------------------------------------------------------------------
15 Feb 2016 15:34:11:672; Test started on localhost.localdomain machine
15 Feb 2016 15:34:11:673; >Start test method: testSeekBar
15 Feb 2016 15:34:11:682; Execute: findElement(By.id(com.android.androidui:id/seekBar1)
15 Feb 2016 15:34:12:866; >Success testing method: testSeekBar
15 Feb 2016 15:34:12:867; $$$$ Test ended! $$$$
15 Feb 2016 15:34:12:867; ----------------------------------------------------------------------------
15 Feb 2016 15:44:39:994; ----------------------------------------------------------------------------
15 Feb 2016 15:45:23:752; Test started on localhost.localdomain machine
15 Feb 2016 15:45:23:753; >Start test method: testAlert
15 Feb 2016 15:45:23:760; Execute: findElement(By.name(Show Alert)
15 Feb 2016 15:45:23:810; Execute: click(alertElement)
15 Feb 2016 15:45:24:141; Execute: closeAlert(alertElement)
15 Feb 2016 15:45:24:142; Execute: findElement(By.name(No)
15 Feb 2016 15:45:25:821; Execute: click(No)
15 Feb 2016 15:45:28:972; Execute: pressKeyCode(3)
15 Feb 2016 15:45:29:002; >Success testing method: testAlert
15 Feb 2016 15:45:29:003; $$$$ Test ended! $$$$
15 Feb 2016 15:45:29:004; ----------------------------------------------------------------------------
15 Feb 2016 15:47:38:666; ----------------------------------------------------------------------------
15 Feb 2016 15:47:56:589; Test started on localhost.localdomain machine
15 Feb 2016 15:47:56:590; >Start test method: testAlert
15 Feb 2016 15:47:56:596; Execute: findElement(By.name(Show Alert)
15 Feb 2016 15:47:56:638; Execute: click(alertElement)
15 Feb 2016 15:47:56:964; Execute: closeAlert(alertElement)
15 Feb 2016 15:47:56:965; Execute: findElement(By.name(No)
15 Feb 2016 15:47:58:405; Execute: click(No)
15 Feb 2016 15:48:01:674; Execute: pressKeyCode(3)
15 Feb 2016 15:48:01:746; >Success testing method: testAlert
15 Feb 2016 15:48:01:747; $$$$ Test ended! $$$$
15 Feb 2016 15:48:01:748; ----------------------------------------------------------------------------
15 Feb 2016 15:49:10:570; ----------------------------------------------------------------------------
15 Feb 2016 15:49:22:588; Test started on localhost.localdomain machine
15 Feb 2016 15:49:22:589; >Start test method: testDragAndDrop
15 Feb 2016 15:49:22:595; Execute: findElement(By.name(Calculator)
15 Feb 2016 15:49:22:667; Execute: pressOnAndMoveToNotVisibleElement(appIcon,Remove)
15 Feb 2016 15:49:22:823; Execute: findElement(By.name(Remove)
15 Feb 2016 15:49:25:393; >Success testing method: testDragAndDrop
15 Feb 2016 15:49:25:395; $$$$ Test ended! $$$$
15 Feb 2016 15:49:25:395; ----------------------------------------------------------------------------
15 Feb 2016 15:49:49:261; ----------------------------------------------------------------------------
15 Feb 2016 15:50:01:812; Test started on localhost.localdomain machine
15 Feb 2016 15:50:01:813; >Start test method: testDial
15 Feb 2016 15:50:01:819; Execute: findElementByAccessibilityId(dial pad)
15 Feb 2016 15:50:01:850; Execute: click(dialPad)
15 Feb 2016 15:50:02:120; Execute: findElementByAccessibilityId(0)
15 Feb 2016 15:50:03:226; Execute: waitToBeVisible(zero)
15 Feb 2016 15:50:03:816; Execute: longPress(zero)
15 Feb 2016 15:50:06:131; Execute: findElementByClassName(android.widget.EditText)
15 Feb 2016 15:50:06:283; Execute: waitToBeVisible(plus)
15 Feb 2016 15:50:06:314; Execute: getText(plus)
15 Feb 2016 15:50:06:606; >Success testing method: testDial
15 Feb 2016 15:50:06:609; $$$$ Test ended! $$$$
15 Feb 2016 15:50:06:609; ----------------------------------------------------------------------------
15 Feb 2016 15:50:20:152; ----------------------------------------------------------------------------
15 Feb 2016 15:50:32:453; Test started on localhost.localdomain machine
15 Feb 2016 15:50:32:453; >Start test method: testPressMove
15 Feb 2016 15:50:32:460; Execute: findElement(By.name(del)
15 Feb 2016 15:50:32:546; Execute: findElement(By.id(com.android.calculator2:id/digit_7)
15 Feb 2016 15:50:32:566; Execute: pressOnAndMoveTo(delButton,digitSeven)
15 Feb 2016 15:50:33:445; >Success testing method: testPressMove
15 Feb 2016 15:50:33:446; $$$$ Test ended! $$$$
15 Feb 2016 15:50:33:446; ----------------------------------------------------------------------------
15 Feb 2016 15:50:55:792; ----------------------------------------------------------------------------
15 Feb 2016 15:51:10:439; Test started on localhost.localdomain machine
15 Feb 2016 15:51:10:439; >Start test method: testSeekBar
15 Feb 2016 15:51:10:445; Execute: findElement(By.id(com.android.androidui:id/seekBar1)
15 Feb 2016 15:51:11:529; >Success testing method: testSeekBar
15 Feb 2016 15:51:11:532; $$$$ Test ended! $$$$
15 Feb 2016 15:51:11:532; ----------------------------------------------------------------------------
15 Feb 2016 15:51:39:142; ----------------------------------------------------------------------------
15 Feb 2016 15:51:54:187; Test started on localhost.localdomain machine
15 Feb 2016 15:51:54:188; >Start test method: testSpinner
15 Feb 2016 15:51:54:195; Execute: findElement(By.id(android:id/text1)
15 Feb 2016 15:51:54:227; Execute: scrollToExact(India)
15 Feb 2016 15:52:02:596; Execute: findElement(By.name(India)
15 Feb 2016 15:52:02:667; Execute: click(option)
15 Feb 2016 15:52:02:916; >Success testing method: testSpinner
15 Feb 2016 15:52:02:917; $$$$ Test ended! $$$$
15 Feb 2016 15:52:02:917; ----------------------------------------------------------------------------
15 Feb 2016 15:52:30:485; ----------------------------------------------------------------------------
15 Feb 2016 15:52:42:500; Test started on localhost.localdomain machine
15 Feb 2016 15:52:42:501; >Start test method: testSwipe
15 Feb 2016 15:52:42:508; Execute: scrollTo(Nikita)
15 Feb 2016 15:52:49:454; >Success testing method: testSwipe
15 Feb 2016 15:52:49:455; $$$$ Test ended! $$$$
15 Feb 2016 15:52:49:456; ----------------------------------------------------------------------------
15 Feb 2016 15:53:46:675; ----------------------------------------------------------------------------
15 Feb 2016 15:54:25:327; Test started on localhost.localdomain machine
15 Feb 2016 15:54:25:328; >Start test method: testApplication
15 Feb 2016 15:54:25:340; Execute: findElement(By.name(5)
15 Feb 2016 15:54:25:405; Execute: findElement(By.name(+)
15 Feb 2016 15:54:25:470; Execute: findElement(By.name(4)
15 Feb 2016 15:54:25:507; Execute: findElementByAccessibilityId(equals)
15 Feb 2016 15:54:25:573; Execute: findElement(By.id(com.android.calculator2:id/formula)
15 Feb 2016 15:54:25:594; Execute: waitToBeVisible(five)
15 Feb 2016 15:54:25:653; Execute: click(five)
15 Feb 2016 15:54:25:873; Execute: click(plus)
15 Feb 2016 15:54:26:833; Execute: click(four)
15 Feb 2016 15:54:27:573; Execute: click(Equal)
15 Feb 2016 15:54:28:165; Execute: getText(value)
15 Feb 2016 15:54:29:415; >Success testing method: testApplication
15 Feb 2016 15:54:29:417; $$$$ Test ended! $$$$
15 Feb 2016 15:54:29:419; ----------------------------------------------------------------------------
15 Feb 2016 15:54:50:517; ----------------------------------------------------------------------------
15 Feb 2016 15:55:06:605; Test started on localhost.localdomain machine
15 Feb 2016 15:55:06:606; >Start test method: testHybridApp
15 Feb 2016 15:55:06:619; Execute: findElement(By.id(com.example.testapp:id/urlField)
15 Feb 2016 15:55:06:661; Execute: findElement(By.id(com.example.testapp:id/goButton)
15 Feb 2016 15:55:06:682; Execute: waitToBeVisible(urlField)
15 Feb 2016 15:55:06:709; Execute: waitToBeVisible(goButton)
15 Feb 2016 15:55:06:757; Execute: sendKeys( urlField)
15 Feb 2016 15:55:11:836; Execute: click(goButton)
15 Feb 2016 15:55:13:091; context = NATIVE_APP
15 Feb 2016 15:55:13:091; context = WEBVIEW_com.example.testapp
15 Feb 2016 15:55:19:787; Execute: switchContentToWeb(WEBVIEW_com.example.testapp)
15 Feb 2016 15:55:19:787; Execute: hideKeyboard()
15 Feb 2016 15:55:21:034; Execute: findElement(By.name(q)
15 Feb 2016 15:55:21:552; Execute: waitToBeVisible(searchField)
15 Feb 2016 15:55:21:626; Execute: sendKeys(searchField)
15 Feb 2016 15:55:23:309; Execute: sendKeys( searchField)
15 Feb 2016 15:55:26:679; context = NATIVE_APP
15 Feb 2016 15:55:26:679; context = WEBVIEW_com.example.testapp
15 Feb 2016 15:55:26:820; Execute: switchContentToNative(NATIVE_APP)
15 Feb 2016 15:55:26:820; Execute: clear(urlField)
15 Feb 2016 15:55:32:781; Execute: waitToBeVisible(urlField)
15 Feb 2016 15:55:32:809; Execute: waitToBeVisible(goButton)
15 Feb 2016 15:55:32:836; Execute: sendKeys( urlField)
15 Feb 2016 15:55:37:997; Execute: click(goButton)
15 Feb 2016 15:55:38:827; context = NATIVE_APP
15 Feb 2016 15:55:38:827; context = WEBVIEW_com.example.testapp
15 Feb 2016 15:55:43:158; Execute: switchContentToWeb(WEBVIEW_com.example.testapp)
15 Feb 2016 15:55:43:159; Execute: findElement(By.name(q)
15 Feb 2016 15:55:43:260; Execute: waitToBeVisible(searchField)
15 Feb 2016 15:55:43:379; Execute: sendKeys(searchField)
15 Feb 2016 15:55:44:841; Execute: sendKeys( searchField)
15 Feb 2016 15:55:46:440; >Success testing method: testHybridApp
15 Feb 2016 15:55:46:442; $$$$ Test ended! $$$$
15 Feb 2016 15:55:46:442; ----------------------------------------------------------------------------
15 Feb 2016 15:56:04:313; ----------------------------------------------------------------------------
15 Feb 2016 15:56:09:382; Test started on localhost.localdomain machine
15 Feb 2016 15:56:09:383; >Start test method: testEBayPage
15 Feb 2016 15:56:56:513; ----------------------------------------------------------------------------
15 Feb 2016 15:57:11:563; Test started on localhost.localdomain machine
15 Feb 2016 15:57:11:563; >Start test method: testEBayPage
15 Feb 2016 15:57:15:283; Execute: findElement(By.id(kw)
15 Feb 2016 15:57:16:843; Execute: waitToBeVisible(searchBox)
15 Feb 2016 15:57:16:923; Execute: sendKeys(searchBox)
15 Feb 2016 15:57:18:203; Execute: submit(searchBox)
15 Feb 2016 15:57:21:829; Execute: findElement(By.cssSelector(a.homeicon)
15 Feb 2016 15:57:24:329; Execute: findElements(By.cssSelector(div#itemDiv a)
15 Feb 2016 15:57:24:454; Execute: waitListToBeVisible(numberOfResults)
15 Feb 2016 15:57:24:612; Execute: size(numberOfResults)
15 Feb 2016 15:57:24:617; Execute: click(homeButton)
15 Feb 2016 15:57:27:536; >Success testing method: testEBayPage
15 Feb 2016 15:57:27:538; $$$$ Test ended! $$$$
15 Feb 2016 15:57:27:538; ----------------------------------------------------------------------------
